Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating
EMP0387,28,Female,Sales,Consulting,32,Onsite,21,12,3
EMP0388,46,Female,Sales,Finance,20,Hybrid,44,11,5
EMP0389,32,Female,Sales,Consulting,18,Remote,28,0,5
EMP0390,37,Male,Software Engineer,Retail,31,Onsite,54,8,5
EMP0391,50,Prefer not to say,Project Manager,Consulting,9,Hybrid,55,12,3
EMP0392,55,Female,Marketing,Retail,29,Remote,26,10,5
EMP0393,45,Female,HR,Retail,17,Onsite,41,7,5
EMP0394,50,Female,Sales,Healthcare,31,Onsite,50,4,4
EMP0395,43,Prefer not to say,Project Manager,Finance,3,Hybrid,55,12,2
EMP0396,39,Non-binary,Marketing,Healthcare,20,Hybrid,22,2,3
EMP0397,30,Female,Data Scientist,Consulting,9,Hybrid,33,11,5
EMP0398,36,Male,Project Manager,Retail,4,Hybrid,21,4,1
EMP0399,58,Prefer not to say,Designer,Manufacturing,17,Hybrid,28,13,2
EMP0400,53,Prefer not to say,Data Scientist,Healthcare,34,Remote,22,6,5
EMP0401,56,Non-binary,HR,IT,13,Remote,58,14,4
EMP0402,57,Male,Project Manager,Consulting,19,Remote,39,0,4
EMP0403,58,Male,Data Scientist,Finance,8,Onsite,35,15,2
EMP0404,57,Female,Designer,Healthcare,22,Hybrid,56,3,3
EMP0405,46,Non-binary,Data Scientist,Consulting,14,Remote,29,13,4
EMP0406,42,Female,HR,Manufacturing,33,Hybrid,24,0,4
EMP0407,24,Prefer not to say,Project Manager,Healthcare,30,Onsite,60,4,3
EMP0408,53,Female,HR,Retail,10,Remote,31,9,4
EMP0409,24,Female,Data Scientist,Finance,35,Remote,50,10,1
EMP0410,30,Non-binary,Project Manager,Consulting,20,Remote,27,14,2
EMP0411,22,Prefer not to say,Software Engineer,Healthcare,6,Remote,43,3,2
EMP0412,28,Non-binary,Designer,Retail,22,Hybrid,30,3,5
EMP0413,52,Non-binary,Sales,Education,25,Onsite,26,15,1
EMP0414,47,Prefer not to say,Project Manager,Manufacturing,21,Onsite,47,7,1
EMP0415,30,Male,Data Scientist,Manufacturing,14,Onsite,56,14,3
EMP0416,52,Female,Sales,Healthcare,26,Hybrid,30,15,4
EMP0417,25,Prefer not to say,Sales,Healthcare,9,Hybrid,26,12,4
EMP0418,50,Non-binary,HR,Consulting,22,Onsite,47,10,2
EMP0419,60,Female,HR,Education,34,Remote,38,7,4
EMP0420,48,Female,Marketing,IT,30,Hybrid,49,0,2
EMP0421,28,Male,HR,IT,32,Remote,49,0,1
EMP0422,23,Prefer not to say,Marketing,Finance,5,Remote,37,11,1
EMP0423,26,Male,Project Manager,Education,21,Hybrid,24,13,2
EMP0424,27,Female,Marketing,Consulting,32,Hybrid,53,0,5
EMP0425,52,Non-binary,Sales,Finance,30,Remote,33,14,2
EMP0426,32,Prefer not to say,Software Engineer,Consulting,28,Onsite,41,13,1
EMP0427,23,Prefer not to say,Sales,Finance,4,Remote,31,15,2
EMP0428,41,Prefer not to say,Sales,IT,19,Onsite,29,4,4
EMP0429,33,Female,Project Manager,IT,25,Hybrid,33,7,1
EMP0430,37,Non-binary,Sales,Consulting,9,Remote,58,8,5
EMP0431,33,Male,Project Manager,Consulting,10,Hybrid,42,12,3
EMP0432,28,Non-binary,Marketing,Finance,26,Hybrid,23,15,3
EMP0433,57,Non-binary,Project Manager,Consulting,26,Hybrid,28,4,5
EMP0434,45,Female,Designer,Finance,11,Hybrid,41,10,2
EMP0435,50,Female,Data Scientist,Consulting,25,Onsite,33,9,5
EMP0436,53,Non-binary,Marketing,Healthcare,3,Hybrid,46,13,2
EMP0437,58,Prefer not to say,HR,Healthcare,29,Remote,25,9,4
EMP0438,48,Prefer not to say,Project Manager,Education,7,Onsite,55,1,2
EMP0439,42,Prefer not to say,Sales,Manufacturing,28,Onsite,53,4,4
EMP0440,22,Non-binary,Software Engineer,Retail,7,Onsite,47,10,1
EMP0441,23,Female,Data Scientist,Retail,34,Hybrid,35,14,2
EMP0442,59,Prefer not to say,HR,Finance,3,Hybrid,39,8,4
EMP0443,50,Non-binary,Designer,Consulting,24,Hybrid,34,12,1
EMP0444,27,Female,HR,Retail,7,Hybrid,27,9,5
EMP0445,25,Prefer not to say,Software Engineer,Retail,18,Remote,22,4,3
EMP0446,52,Male,Designer,Healthcare,33,Onsite,48,1,2
EMP0447,37,Non-binary,Sales,Healthcare,28,Remote,52,3,5
EMP0448,22,Non-binary,Project Manager,Retail,2,Onsite,40,5,3
EMP0449,51,Male,HR,Finance,22,Hybrid,41,7,1
EMP0450,57,Male,Project Manager,IT,8,Hybrid,56,15,1
EMP0451,58,Prefer not to say,Data Scientist,Manufacturing,32,Onsite,57,9,5
EMP0452,32,Prefer not to say,Data Scientist,Finance,21,Remote,36,5,3
EMP0453,41,Female,Data Scientist,Finance,15,Hybrid,32,5,4
EMP0454,36,Female,Marketing,Education,10,Remote,32,7,4
EMP0455,51,Non-binary,Data Scientist,Manufacturing,2,Remote,58,14,3
EMP0456,60,Female,Sales,Retail,10,Remote,59,15,4
EMP0457,34,Female,HR,Healthcare,28,Onsite,22,3,3
EMP0458,33,Female,Sales,Manufacturing,27,Remote,49,10,2
EMP0459,53,Prefer not to say,Marketing,Consulting,1,Onsite,42,14,3
EMP0460,53,Female,Sales,Retail,7,Onsite,20,5,5
EMP0461,40,Female,Project Manager,IT,12,Remote,22,5,2
EMP0462,36,Non-binary,Designer,Manufacturing,28,Hybrid,48,1,5
EMP0463,54,Prefer not to say,Designer,Healthcare,27,Remote,20,1,1
EMP0464,41,Prefer not to say,HR,IT,19,Hybrid,24,8,3
EMP0465,55,Female,Sales,Consulting,15,Hybrid,22,9,4
EMP0466,34,Prefer not to say,Marketing,Finance,19,Onsite,58,4,1
EMP0467,43,Prefer not to say,Project Manager,IT,17,Hybrid,58,2,2
EMP0468,37,Non-binary,Project Manager,IT,26,Hybrid,27,9,1
EMP0469,37,Prefer not to say,HR,Education,14,Hybrid,40,13,1
EMP0470,57,Female,Sales,Finance,1,Hybrid,24,14,4
EMP0471,33,Female,Sales,IT,26,Onsite,43,7,2
EMP0472,51,Female,HR,Manufacturing,14,Remote,50,9,2
EMP0473,50,Male,Designer,Manufacturing,17,Remote,30,14,3
EMP0474,35,Female,Sales,Consulting,26,Hybrid,35,15,2
EMP0475,40,Non-binary,Marketing,Education,33,Remote,37,13,2
EMP0476,53,Non-binary,Project Manager,Retail,7,Onsite,51,9,3
EMP0477,32,Male,Marketing,Manufacturing,5,Onsite,54,11,2
EMP0478,56,Female,Designer,Retail,25,Remote,58,15,4
EMP0479,55,Female,Sales,Finance,3,Onsite,36,1,1
EMP0480,49,Non-binary,Project Manager,Retail,2,Onsite,53,10,4
EMP0481,23,Female,Software Engineer,Retail,13,Hybrid,56,12,2
EMP0482,38,Male,Sales,Retail,8,Hybrid,27,4,2
EMP0483,23,Male,Marketing,Education,16,Remote,20,11,3
EMP0484,29,Female,Project Manager,Education,21,Remote,25,14,2
EMP0485,24,Female,Data Scientist,Consulting,20,Remote,33,14,1
EMP0486,58,Male,Software Engineer,Finance,12,Onsite,35,5,5
EMP0487,42,Male,Project Manager,Manufacturing,1,Hybrid,34,4,1
EMP0488,42,Male,Designer,Healthcare,32,Onsite,21,5,1
EMP0489,39,Non-binary,Sales,Healthcare,22,Remote,21,2,3
EMP0490,45,Male,Designer,Healthcare,23,Onsite,29,8,5
EMP0491,53,Non-binary,Project Manager,IT,27,Onsite,33,5,2
EMP0492,43,Prefer not to say,Sales,Finance,10,Hybrid,42,11,4
EMP0493,24,Prefer not to say,Designer,Education,23,Onsite,38,7,1
EMP0494,44,Male,Marketing,Finance,24,Remote,40,4,1
EMP0495,39,Prefer not to say,Software Engineer,Education,16,Remote,24,4,4
EMP0496,40,Prefer not to say,HR,Retail,19,Hybrid,28,4,2
EMP0497,41,Non-binary,Designer,Education,14,Hybrid,57,7,4
EMP0498,23,Male,Data Scientist,Finance,23,Remote,41,13,4
EMP0499,53,Female,Software Engineer,Retail,14,Onsite,40,13,4
EMP0500,52,Non-binary,Project Manager,Retail,10,Onsite,47,3,3
EMP0501,58,Female,Data Scientist,Consulting,7,Onsite,53,2,5
EMP0502,56,Prefer not to say,Data Scientist,Retail,25,Hybrid,27,13,1
EMP0503,34,Female,Software Engineer,Consulting,21,Hybrid,33,13,3
EMP0504,36,Non-binary,Sales,Healthcare,22,Hybrid,50,3,3
EMP0505,50,Male,Software Engineer,Retail,29,Remote,40,5,3
EMP0506,41,Male,Software Engineer,Education,14,Remote,56,8,4
EMP0507,27,Female,Sales,Healthcare,17,Remote,29,15,1
EMP0508,40,Non-binary,Designer,Consulting,18,Remote,27,1,1
EMP0509,33,Male,HR,Education,27,Onsite,55,11,1
EMP0510,45,Prefer not to say,Sales,Finance,10,Remote,28,14,2
EMP0511,39,Prefer not to say,HR,Manufacturing,5,Remote,59,12,4
EMP0512,34,Male,Designer,Education,23,Hybrid,40,1,2
EMP0513,40,Female,Marketing,IT,27,Onsite,38,13,3
EMP0514,49,Female,Data Scientist,Education,6,Remote,37,13,4
EMP0515,35,Female,Project Manager,IT,32,Remote,36,0,1
EMP0516,43,Non-binary,Designer,Finance,20,Remote,55,11,1
EMP0517,59,Female,HR,IT,32,Remote,47,10,2
EMP0518,60,Prefer not to say,Data Scientist,Healthcare,8,Onsite,51,14,4
EMP0519,42,Female,Project Manager,Retail,29,Hybrid,42,14,5
EMP0520,42,Prefer not to say,Designer,Consulting,22,Hybrid,45,6,3
EMP0521,37,Male,HR,Finance,8,Hybrid,46,4,5
EMP0522,60,Female,Data Scientist,Finance,33,Hybrid,60,0,1
EMP0523,33,Non-binary,Software Engineer,Retail,6,Onsite,45,2,3
EMP0524,60,Male,Project Manager,Consulting,6,Hybrid,33,11,2
EMP0525,58,Female,Designer,Retail,9,Onsite,44,2,2
EMP0526,25,Male,Software Engineer,Finance,10,Remote,24,0,2
EMP0527,30,Prefer not to say,Project Manager,Consulting,26,Hybrid,28,4,3
EMP0528,28,Female,Software Engineer,Healthcare,14,Hybrid,56,1,3
EMP0529,28,Non-binary,Project Manager,IT,5,Onsite,22,5,2
EMP0530,23,Prefer not to say,Marketing,Retail,15,Onsite,34,4,3
EMP0531,36,Female,Software Engineer,Retail,14,Onsite,34,1,3
EMP0532,50,Male,Designer,Retail,16,Hybrid,55,8,1
EMP0533,57,Non-binary,Designer,IT,35,Onsite,20,15,3
EMP0534,44,Male,Sales,Healthcare,25,Onsite,53,7,3
EMP0535,24,Non-binary,Marketing,Healthcare,2,Hybrid,31,3,5
EMP0536,39,Prefer not to say,Software Engineer,Education,32,Hybrid,51,10,1
EMP0537,57,Male,Marketing,IT,28,Hybrid,33,3,5
EMP0538,45,Prefer not to say,HR,Retail,12,Hybrid,46,0,3
EMP0539,35,Female,Marketing,Retail,14,Onsite,32,4,3
EMP0540,59,Prefer not to say,Project Manager,Healthcare,27,Remote,25,11,4
EMP0541,58,Prefer not to say,Marketing,Retail,1,Hybrid,43,14,2
EMP0542,48,Male,Data Scientist,Education,30,Remote,42,1,4
EMP0543,55,Prefer not to say,Data Scientist,Healthcare,8,Remote,49,10,5
EMP0544,60,Male,Designer,IT,11,Hybrid,50,2,3
EMP0545,60,Prefer not to say,Software Engineer,Finance,20,Onsite,44,6,1
EMP0546,23,Non-binary,HR,IT,23,Remote,32,6,4
EMP0547,28,Male,Designer,Education,32,Hybrid,51,3,3
EMP0548,49,Female,Marketing,IT,5,Hybrid,51,6,3
EMP0549,45,Male,Designer,Retail,18,Remote,55,8,4
EMP0550,22,Male,Project Manager,Retail,35,Onsite,26,12,3
EMP0551,24,Female,Designer,Manufacturing,20,Onsite,58,12,2
EMP0552,39,Male,Sales,Healthcare,28,Hybrid,44,6,3
EMP0553,27,Non-binary,HR,Manufacturing,29,Onsite,39,11,4
EMP0554,38,Male,Project Manager,IT,26,Hybrid,39,0,4
EMP0555,50,Female,Project Manager,Healthcare,18,Remote,45,1,5
EMP0556,46,Non-binary,HR,IT,4,Remote,57,13,4
EMP0557,46,Prefer not to say,Designer,Education,4,Onsite,48,4,1
EMP0558,28,Prefer not to say,Sales,Manufacturing,10,Hybrid,30,2,3
EMP0559,53,Prefer not to say,HR,Manufacturing,2,Remote,27,11,3
EMP0560,34,Female,Software Engineer,Education,2,Hybrid,25,9,5
EMP0561,35,Female,Project Manager,Finance,8,Hybrid,25,14,5
EMP0562,48,Prefer not to say,HR,Retail,34,Onsite,39,9,2
EMP0563,25,Male,Sales,Manufacturing,31,Hybrid,31,6,5
EMP0564,54,Prefer not to say,Software Engineer,Education,8,Remote,23,6,2
EMP0565,37,Male,Sales,IT,25,Hybrid,39,9,4
EMP0566,33,Male,Project Manager,Retail,18,Onsite,39,10,2
EMP0567,24,Female,Sales,Education,3,Remote,27,11,1
EMP0568,52,Prefer not to say,HR,Finance,35,Hybrid,45,12,5
EMP0569,22,Male,Project Manager,Retail,26,Hybrid,23,0,5
EMP0570,48,Prefer not to say,Software Engineer,Retail,25,Remote,39,3,1
EMP0571,48,Male,Designer,Manufacturing,4,Onsite,27,6,2
EMP0572,47,Female,Sales,Healthcare,17,Remote,27,8,3
EMP0573,51,Male,Software Engineer,Education,11,Onsite,33,5,1
EMP0574,52,Male,Marketing,Healthcare,19,Hybrid,44,8,2
EMP0575,41,Female,Software Engineer,Consulting,8,Remote,45,0,4
EMP0576,28,Male,Project Manager,Retail,23,Hybrid,46,6,2
EMP0577,44,Prefer not to say,Designer,Retail,2,Hybrid,40,0,3
EMP0578,50,Non-binary,Sales,Finance,12,Remote,25,10,4
EMP0579,43,Prefer not to say,Project Manager,Healthcare,35,Hybrid,29,4,3
EMP0580,43,Male,HR,IT,18,Remote,22,13,4
EMP0581,29,Prefer not to say,Marketing,Manufacturing,15,Onsite,27,3,5
EMP0582,30,Prefer not to say,Marketing,Manufacturing,23,Hybrid,59,2,5
EMP0583,50,Prefer not to say,HR,Finance,26,Remote,57,10,1
EMP0584,60,Male,HR,Retail,2,Hybrid,34,0,1
EMP0585,31,Prefer not to say,Data Scientist,Retail,6,Hybrid,20,2,1
EMP0586,43,Female,Sales,Education,13,Onsite,20,5,3
EMP0587,58,Female,Sales,Education,18,Remote,57,14,5
EMP0588,56,Prefer not to say,Software Engineer,Education,27,Hybrid,53,2,3
EMP0589,40,Non-binary,Designer,Finance,21,Remote,24,8,5
EMP0590,57,Female,Designer,Healthcare,17,Hybrid,40,15,4
EMP0591,31,Male,Project Manager,Healthcare,6,Hybrid,49,11,5
EMP0592,35,Female,Marketing,Retail,8,Remote,44,14,3
EMP0593,32,Prefer not to say,Sales,IT,10,Remote,53,13,2
EMP0594,31,Prefer not to say,Project Manager,Healthcare,30,Remote,28,0,5
EMP0595,53,Prefer not to say,Sales,Manufacturing,3,Hybrid,53,7,1
EMP0596,42,Prefer not to say,Designer,Consulting,22,Hybrid,54,9,2
EMP0597,35,Male,Designer,IT,35,Remote,23,10,5
EMP0598,58,Female,HR,Finance,19,Remote,45,12,4
EMP0599,26,Female,Marketing,Finance,12,Remote,59,5,5
EMP0600,45,Non-binary,Software Engineer,Retail,31,Hybrid,20,1,1
EMP0601,36,Male,Designer,IT,22,Hybrid,26,11,1
EMP0602,25,Non-binary,Marketing,Retail,34,Onsite,47,6,3
EMP0603,55,Prefer not to say,Project Manager,Healthcare,11,Onsite,37,3,1
EMP0604,47,Female,Data Scientist,Retail,1,Hybrid,25,10,3
EMP0605,46,Female,Sales,Retail,35,Hybrid,38,11,4
EMP0606,39,Prefer not to say,Sales,Education,9,Remote,23,0,1
EMP0607,27,Male,Designer,Retail,21,Hybrid,49,13,5
EMP0608,35,Prefer not to say,Sales,Healthcare,13,Onsite,44,6,3
EMP0609,60,Female,Marketing,Education,10,Hybrid,34,13,3
EMP0610,33,Female,Software Engineer,Finance,13,Hybrid,36,2,5
EMP0611,45,Prefer not to say,Marketing,Healthcare,30,Hybrid,44,15,4
EMP0612,26,Male,HR,IT,6,Hybrid,27,10,3
EMP0613,25,Male,Marketing,Consulting,35,Remote,54,15,4
EMP0614,57,Female,Sales,Finance,8,Hybrid,46,9,2
EMP0615,38,Prefer not to say,Sales,Finance,20,Remote,60,11,4
EMP0616,50,Non-binary,Sales,Retail,30,Hybrid,27,15,3
EMP0617,38,Male,Marketing,Healthcare,34,Onsite,45,7,1
EMP0618,56,Male,Sales,Education,10,Remote,36,13,4
EMP0619,54,Non-binary,Software Engineer,Retail,26,Onsite,42,14,2
EMP0620,27,Prefer not to say,HR,Consulting,14,Onsite,27,1,5
EMP0621,29,Non-binary,Software Engineer,Education,21,Hybrid,28,5,3
EMP0622,34,Non-binary,Project Manager,IT,30,Remote,56,15,5
EMP0623,25,Prefer not to say,Designer,IT,11,Hybrid,22,11,5
EMP0624,35,Male,Designer,Manufacturing,23,Hybrid,23,5,5
EMP0625,48,Female,HR,Manufacturing,1,Remote,53,2,4
EMP0626,28,Female,Project Manager,Finance,20,Remote,38,6,1
EMP0627,23,Non-binary,Software Engineer,Finance,1,Onsite,47,8,2
EMP0628,34,Non-binary,Marketing,Consulting,31,Remote,51,14,1
EMP0629,53,Prefer not to say,Data Scientist,Retail,28,Hybrid,48,6,1
EMP0630,52,Prefer not to say,Designer,Healthcare,11,Hybrid,28,13,4
EMP0631,29,Male,Project Manager,Healthcare,18,Onsite,49,14,5
EMP0632,53,Female,Designer,Finance,13,Hybrid,56,1,2
EMP0633,42,Male,Sales,Finance,7,Remote,38,1,3
EMP0634,35,Male,Marketing,Healthcare,26,Onsite,46,0,3
EMP0635,42,Non-binary,Project Manager,Healthcare,7,Hybrid,32,3,1
EMP0636,45,Male,Software Engineer,Retail,16,Onsite,52,1,2
EMP0637,24,Male,Sales,Finance,16,Hybrid,48,13,1
EMP0638,40,Female,Software Engineer,Manufacturing,19,Remote,38,0,3
EMP0639,52,Non-binary,Software Engineer,Finance,16,Hybrid,25,2,3
EMP0640,55,Male,Sales,Manufacturing,20,Hybrid,27,10,5
EMP0641,38,Non-binary,Data Scientist,Finance,31,Hybrid,28,3,2
EMP0642,50,Male,Designer,Retail,15,Onsite,36,6,5
EMP0643,36,Male,Marketing,Retail,31,Onsite,53,3,1
EMP0644,36,Female,Project Manager,Education,20,Onsite,54,15,3
EMP0645,34,Male,Sales,IT,26,Hybrid,39,3,3
EMP0646,55,Male,Designer,Consulting,16,Onsite,47,8,1
EMP0647,37,Prefer not to say,HR,Consulting,14,Hybrid,60,1,3
EMP0648,39,Female,Designer,Finance,29,Onsite,37,1,3
EMP0649,41,Female,Marketing,IT,13,Remote,33,10,3
EMP0650,58,Male,Sales,Consulting,31,Onsite,27,13,5
EMP0651,25,Female,Software Engineer,Consulting,1,Remote,39,6,4
EMP0652,26,Male,HR,Retail,9,Onsite,45,0,2
EMP0653,23,Male,Project Manager,Education,21,Remote,57,5,1
EMP0654,45,Male,Data Scientist,IT,5,Remote,27,9,3
EMP0655,55,Male,Software Engineer,Retail,1,Hybrid,44,5,2
EMP0656,23,Male,Designer,Education,1,Remote,25,3,5
EMP0657,27,Female,Software Engineer,Education,14,Hybrid,46,5,1
EMP0658,33,Male,Marketing,Consulting,12,Remote,51,12,1
EMP0659,54,Non-binary,HR,Retail,32,Remote,55,5,5
EMP0660,47,Non-binary,Software Engineer,Retail,9,Onsite,54,14,4
EMP0661,48,Prefer not to say,Software Engineer,IT,3,Onsite,34,11,3
EMP0662,35,Female,Designer,Retail,2,Hybrid,32,9,1
EMP0663,43,Male,Software Engineer,Retail,32,Remote,23,10,5
EMP0664,43,Female,Sales,Retail,23,Remote,22,8,1
EMP0665,46,Prefer not to say,Marketing,Consulting,25,Onsite,36,2,1
EMP0666,38,Non-binary,Project Manager,Retail,29,Onsite,50,3,5
EMP0667,22,Female,HR,Retail,11,Hybrid,36,13,5
EMP0668,41,Non-binary,Data Scientist,Finance,33,Remote,39,13,4
EMP0669,50,Male,Sales,Education,31,Hybrid,32,15,5
EMP0670,50,Prefer not to say,Marketing,Manufacturing,12,Hybrid,53,10,2
EMP0671,42,Prefer not to say,Software Engineer,Education,5,Remote,57,12,5
EMP0672,22,Non-binary,Designer,Retail,27,Remote,25,12,4
EMP0673,60,Female,Sales,IT,6,Onsite,25,6,3
EMP0674,58,Prefer not to say,Sales,Manufacturing,2,Remote,25,7,2
EMP0675,32,Non-binary,HR,IT,33,Remote,52,3,4
EMP0676,32,Male,Sales,Manufacturing,6,Hybrid,44,15,2
EMP0677,44,Female,Sales,Healthcare,20,Remote,27,7,1
EMP0678,42,Prefer not to say,Software Engineer,Retail,30,Remote,37,15,2
EMP0679,25,Prefer not to say,HR,IT,33,Onsite,39,15,3
EMP0680,43,Male,Data Scientist,Consulting,32,Hybrid,40,7,4
EMP0681,39,Male,Project Manager,Finance,1,Hybrid,60,5,5
EMP0682,53,Prefer not to say,Data Scientist,IT,10,Onsite,53,15,4
EMP0683,30,Prefer not to say,Sales,Consulting,1,Onsite,35,8,5
EMP0684,40,Non-binary,Sales,Manufacturing,21,Onsite,44,0,4
EMP0685,53,Prefer not to say,Data Scientist,IT,28,Remote,60,5,1
EMP0686,59,Male,Sales,Finance,4,Onsite,27,14,2
EMP0687,39,Prefer not to say,Data Scientist,Healthcare,20,Remote,39,1,4
EMP0688,57,Non-binary,Data Scientist,IT,31,Remote,31,1,3
EMP0689,57,Male,Marketing,Education,11,Hybrid,25,0,4
EMP0690,45,Prefer not to say,Software Engineer,Education,5,Hybrid,21,10,1
EMP0691,31,Prefer not to say,Marketing,Finance,16,Onsite,49,7,3
EMP0692,44,Female,Designer,Retail,6,Remote,54,10,3
EMP0693,47,Non-binary,HR,Finance,23,Hybrid,56,6,5
EMP0694,54,Non-binary,HR,Retail,16,Hybrid,57,6,5
EMP0695,48,Male,Software Engineer,Healthcare,18,Remote,43,1,3
EMP0696,58,Male,Marketing,Retail,3,Onsite,59,9,5
EMP0697,29,Male,HR,IT,29,Onsite,44,4,1
EMP0698,43,Female,Project Manager,Manufacturing,21,Hybrid,24,13,1
EMP0699,53,Male,Designer,Retail,17,Onsite,60,12,3
EMP0700,43,Prefer not to say,Data Scientist,Finance,12,Hybrid,28,6,3
EMP0701,47,Non-binary,Designer,Consulting,18,Onsite,42,15,3
EMP0702,26,Non-binary,Designer,Finance,25,Remote,26,9,2
EMP0703,57,Non-binary,HR,Healthcare,23,Onsite,28,12,1
EMP0704,36,Male,Project Manager,Manufacturing,1,Onsite,45,4,1
EMP0705,26,Male,Marketing,IT,5,Remote,37,2,2
EMP0706,47,Female,Designer,Retail,4,Remote,31,12,3
EMP0707,59,Female,Software Engineer,Consulting,7,Remote,22,10,2
EMP0708,59,Male,Project Manager,Consulting,35,Remote,48,0,4
EMP0709,40,Prefer not to say,Designer,Education,7,Onsite,55,9,3
EMP0710,31,Female,Project Manager,IT,3,Onsite,60,15,4
EMP0711,37,Prefer not to say,HR,Education,14,Onsite,40,12,3
EMP0712,54,Prefer not to say,Software Engineer,Retail,8,Hybrid,30,9,4
EMP0713,43,Male,Designer,Finance,2,Hybrid,54,9,3
EMP0714,24,Female,Sales,IT,7,Remote,44,7,1
EMP0715,29,Male,Software Engineer,Manufacturing,19,Remote,43,5,5
EMP0716,41,Prefer not to say,Designer,Consulting,11,Onsite,35,7,4
EMP0717,51,Male,Software Engineer,Finance,7,Remote,27,0,1
EMP0718,38,Non-binary,Software Engineer,Healthcare,23,Onsite,57,14,3
EMP0719,56,Male,Data Scientist,Healthcare,4,Onsite,35,9,2
EMP0720,41,Non-binary,Designer,Consulting,30,Remote,26,6,5
EMP0721,28,Male,Designer,Healthcare,15,Hybrid,38,8,2
EMP0722,49,Prefer not to say,HR,Consulting,1,Hybrid,54,14,5
EMP0723,49,Male,Marketing,Manufacturing,27,Hybrid,37,13,4
EMP0724,55,Non-binary,Software Engineer,Finance,16,Onsite,35,10,2
EMP0725,60,Prefer not to say,Software Engineer,IT,12,Hybrid,51,2,2
EMP0726,45,Female,Sales,Healthcare,12,Remote,56,12,4
EMP0727,41,Male,Sales,Healthcare,10,Remote,59,4,1
EMP0728,52,Female,Data Scientist,Manufacturing,1,Onsite,28,12,3
EMP0729,60,Prefer not to say,Designer,Finance,32,Remote,51,14,2
EMP0730,53,Non-binary,Project Manager,Consulting,19,Onsite,45,6,1
EMP0731,42,Prefer not to say,Designer,Education,13,Hybrid,23,3,4
EMP0732,43,Prefer not to say,Data Scientist,Education,14,Hybrid,34,9,2
EMP0733,43,Male,Designer,IT,11,Remote,34,9,3
EMP0734,40,Female,Software Engineer,Retail,3,Onsite,31,6,5
EMP0735,49,Male,Designer,Retail,30,Hybrid,35,3,3
EMP0736,24,Male,Marketing,Manufacturing,5,Remote,32,5,5
EMP0737,30,Prefer not to say,Software Engineer,Finance,12,Hybrid,45,4,4
EMP0738,55,Prefer not to say,HR,Education,27,Remote,45,10,4
EMP0739,28,Prefer not to say,Project Manager,Retail,21,Hybrid,37,7,5
EMP0740,42,Prefer not to say,Sales,Manufacturing,17,Remote,41,12,3
EMP0741,60,Non-binary,Designer,Finance,35,Hybrid,59,11,1
EMP0742,42,Female,Marketing,Manufacturing,10,Remote,32,2,3
EMP0743,55,Male,Marketing,Consulting,14,Hybrid,40,4,5
EMP0744,53,Non-binary,Software Engineer,Healthcare,19,Onsite,39,14,2
EMP0745,46,Male,HR,Healthcare,30,Onsite,60,12,1
EMP0746,26,Non-binary,Designer,Healthcare,18,Remote,28,0,4
EMP0747,53,Male,HR,IT,1,Hybrid,32,9,1
EMP0748,29,Male,HR,Finance,30,Onsite,56,11,2
EMP0749,43,Female,Project Manager,Finance,23,Remote,23,0,1
EMP0750,22,Male,Sales,IT,18,Onsite,51,1,4
EMP0751,51,Non-binary,Data Scientist,IT,22,Remote,32,11,3
EMP0752,33,Prefer not to say,Designer,Healthcare,23,Remote,35,12,5
EMP0753,43,Female,Data Scientist,Healthcare,26,Remote,54,7,5
EMP0754,56,Female,Data Scientist,Education,33,Remote,44,4,2
EMP0755,59,Prefer not to say,Designer,Consulting,17,Remote,36,2,1
